created_at,entry_id,field1,field2,latitude,longitude,elevation,status
2021-03-16 19:02:13 MDT,395,13.10000,17.00000,,,,
2021-03-16 19:07:13 MDT,396,14.00000,17.00000,,,,
2021-03-16 19:12:13 MDT,397,12.50000,17.00000,,,,
2021-03-16 19:17:14 MDT,398,12.10000,17.00000,,,,
2021-03-16 19:22:14 MDT,399,11.20000,17.00000,,,,
2021-03-16 19:27:15 MDT,400,11.00000,17.00000,,,,
2021-03-16 19:32:15 MDT,401,10.80000,18.00000,,,,
2021-03-16 19:37:15 MDT,402,10.80000,18.00000,,,,
2021-03-16 19:42:16 MDT,403,10.70000,18.00000,,,,
2021-03-16 19:47:16 MDT,404,10.10000,18.00000,,,,
2021-03-16 19:52:16 MDT,405,9.60000,18.00000,,,,
2021-03-16 19:57:17 MDT,406,8.90000,18.00000,,,,
2021-03-16 20:02:17 MDT,407,8.40000,19.00000,,,,
2021-03-16 20:07:17 MDT,408,8.00000,26.00000,,,,
2021-03-16 20:12:18 MDT,409,8.20000,28.00000,,,,
2021-03-16 20:17:19 MDT,410,8.00000,29.00000,,,,
2021-03-16 20:22:20 MDT,411,7.70000,33.00000,,,,
2021-03-16 20:27:20 MDT,412,7.50000,33.00000,,,,
2021-03-16 20:32:21 MDT,413,7.20000,34.00000,,,,
2021-03-16 20:37:22 MDT,414,6.80000,35.00000,,,,
2021-03-16 20:42:22 MDT,415,7.20000,37.00000,,,,
2021-03-16 20:47:23 MDT,416,7.20000,38.00000,,,,
2021-03-16 20:52:23 MDT,417,6.30000,39.00000,,,,
2021-03-16 20:57:24 MDT,418,6.00000,38.00000,,,,
